from,to,label,in_degree_from,in_degree_to,out_degree_from,out_degree_to,overall_degree_from,overall_degree_to,bi_degree_from,bi_degree_to,in_common_friends,out_common_friends,bi_common_friends,in_total_friends,out_total_friends,bi_total_friends,transitive_friends,preference_attanchment_score,adamic_adar,adamic_adar_out_in
2187588,3475347,1,91,86,492,0,583,86,91,0,18,0,0,159,492,91,22,50138,2.8520465937348836,2.8520465937348836
3540815,3603995,1,64,2,453,0,517,2,49,0,1,0,0,65,453,49,1,1034,0.14901967904579633,0.14901967904579633
2075015,297153,1,2664,122,85781,0,88445,122,2530,0,96,0,0,2690,85781,2530,97,10790290,10.025476885661213,9.815618438906716
1721946,1170741,1,45,136,158,1381,203,1517,37,121,13,40,12,168,1499,146,13,307951,7.268715294398962,1.5802986571096482
2792558,975667,1,37,7,405,0,442,7,28,0,1,0,0,43,405,28,1,3094,0.1273300635565787,0.1273300635565787
3776823,2449078,1,64,69,671,0,735,69,61,0,2,0,0,131,671,61,2,50715,0.21042580769144928,0.21042580769144928
3946789,3402933,1,261,31,5606,0,5867,31,184,0,4,0,0,288,5606,184,5,181877,0.9979974492001727,0.629427014690288
2498087,3506934,1,1630,75,32582,0,34212,75,1546,0,52,0,0,1653,32582,1546,52,2565900,5.4880774295638695,5.4880774295638695
1735116,1436950,1,503,128,16146,0,16649,128,487,0,77,0,0,554,16146,487,78,2131072,7.571731987213765,7.571731987213765
1710318,4559466,1,95,2,1946,0,2041,2,88,0,0,0,0,97,1946,88,0,4082,0.0,0.0
3065808,2003565,1,1235,12,82317,0,83552,12,1198,0,11,0,0,1236,82317,1198,10,1002624,0.9996459475940075,0.9004272209806882
837553,3958064,1,1249,199,61665,0,62914,199,1226,0,113,0,0,1335,61665,1226,119,12519886,11.92708596644562,11.71569992010249
1751669,2537635,1,860,44,9825,0,10685,44,847,0,19,0,0,885,9825,847,19,470140,2.2088347986624557,2.2088347986624557
3102873,2032034,1,341,172,15098,0,15439,172,293,0,57,0,0,456,15098,293,53,2655508,6.073720228113664,5.496512921518937
4318206,4162266,1,251,18,13123,0,13374,18,243,0,11,0,0,258,13123,243,11,240732,1.0443153764582513,1.0443153764582513
2348093,1869394,1,335,26,12064,0,12399,26,194,0,3,0,0,358,12064,194,4,322374,0.4062562756476016,0.4062562756476016
688537,1717817,1,94,293,1363,0,1457,293,93,0,59,0,0,328,1363,93,60,426901,5.642845452203688,5.642845452203688
354904,599180,1,3193,34,105780,0,108973,34,3099,0,23,0,0,3204,105780,3099,23,3705082,2.5132806626442723,2.427774013877151
3280389,4839626,1,1101,5,411419,0,412520,5,400,0,1,0,0,1105,411419,400,0,2062600,0.1299955730984072,0.0
1580988,3418999,1,2821,1,400133,0,402954,1,2471,0,0,0,0,2822,400133,2471,0,402954,0.0,0.0
4353839,4294250,1,144,617,3320,0,3464,617,122,0,40,0,0,721,3320,122,44,2137288,5.154110181626166,4.786748278256085
2120733,2280679,1,819,67,20803,0,21622,67,802,0,56,0,0,830,20803,802,54,1448674,5.265298645734623,5.091636685754567
3464608,3530398,1,129,1,2235,0,2364,1,127,0,0,0,0,130,2235,127,0,2364,0.0,0.0
593740,7211,1,1107,100,62807,0,63914,100,1084,0,40,0,0,1167,62807,1084,42,6391400,4.11534732528474,4.11534732528474
2502456,4245918,1,719,23,50725,0,51444,23,707,0,17,0,0,725,50725,707,17,1183212,1.559545110692719,1.559545110692719
4745784,3359048,1,49,4,1839,0,1888,4,43,0,0,0,0,53,1839,43,0,7552,0.0,0.0
4417253,213791,1,1130,3,68389,0,69519,3,1099,0,2,0,0,1131,68389,1099,2,208557,0.17015005970875197,0.17015005970875197
3671141,1809481,1,1444,27,48400,0,49844,27,1376,0,21,0,0,1450,48400,1376,22,1345788,2.039423228278673,2.039423228278673
2961801,4125989,1,1483,227,101962,0,103445,227,1473,0,164,0,0,1546,101962,1473,178,23482015,18.93595721330195,18.8384236043328
3793936,1917285,1,258,13,2342,0,2600,13,238,0,5,0,0,266,2342,238,5,33800,0.578390199831679,0.578390199831679
2260014,2388150,1,2466,108,98622,0,101088,108,2337,0,74,0,0,2500,98622,2337,77,10917504,7.673459971871964,7.673459971871964
1140134,2055732,1,311,2,11111,0,11422,2,302,0,0,0,0,313,11111,302,0,22844,0.0,0.0
307250,481149,1,919,7,35588,0,36507,7,667,0,2,0,0,924,35588,667,2,255549,0.2185863287687062,0.2185863287687062
1301815,1905369,1,752,48,48944,0,49696,48,687,0,35,0,0,765,48944,687,34,2385408,3.374340808075487,3.268504681921697
1534362,4815761,1,1531,30,105859,0,107390,30,1321,0,19,0,0,1542,105859,1321,18,3221700,2.041054902639178,1.739407705602145
1652056,667838,1,326,1,66845,0,67171,1,282,0,0,0,0,327,66845,282,0,67171,0.0,0.0
1428477,3204640,1,255,98,15459,0,15714,98,252,0,18,0,0,335,15459,252,18,1539972,1.6510548018785491,1.6510548018785491
1140134,4387,1,311,60,11111,0,11422,60,302,0,11,0,0,360,11111,302,11,685320,1.3516226494478107,1.3516226494478107
1499177,1703976,1,168,56,1229,0,1397,56,83,0,14,0,0,210,1229,83,9,78232,1.6736446466208592,1.0024984015368676
3638272,2051969,1,2022,26,370904,0,372926,26,1255,0,5,0,0,2043,370904,1255,5,9696076,0.527863252749886,0.527863252749886
1436216,3323791,1,1068,52,68770,0,69838,52,1009,0,36,0,0,1084,68770,1009,37,3631576,3.427786320006916,3.427786320006916
3612446,4467711,1,32,4,1944,0,1976,4,24,0,0,0,0,36,1944,24,0,7904,0.0,0.0
3842148,1443188,1,719,73,11430,0,12149,73,713,0,39,0,0,753,11430,713,39,886877,4.542938242691266,4.542938242691266
3361377,2756137,1,4841,13,761793,0,766634,13,3977,0,8,0,0,4846,761793,3977,8,9966242,0.7703525913129634,0.7703525913129634
4417253,2439066,1,1130,25,68389,0,69519,25,1099,0,21,0,0,1134,68389,1099,21,1737975,1.9113490461977793,1.9113490461977793
2510516,4630797,1,170,35,922,0,1092,35,131,0,13,0,0,192,922,131,12,38220,1.8044426219884635,1.6706694287789363
4249983,847481,1,679,45,16076,0,16755,45,665,0,28,0,0,696,16076,665,28,753975,2.6410656420314718,2.6410656420314718
3361377,3735085,1,4841,3,761793,0,766634,3,3977,0,1,0,0,4843,761793,3977,1,2299902,0.1341223898830873,0.1341223898830873
1022123,4256453,1,126,31,8212,0,8338,31,124,0,7,0,0,150,8212,124,7,258478,0.8408268463596938,0.8408268463596938
1913445,986594,1,564,20,47943,0,48507,20,547,0,15,0,0,569,47943,547,14,970140,1.4376446754605967,1.3266591094589548
1107075,4200726,1,69,93,743,0,812,93,39,0,5,0,0,157,743,39,6,75516,0.677011047190486,0.5864205785201441
3361377,1639373,1,4841,3,761793,0,766634,3,3977,0,2,0,0,4842,761793,3977,2,2299902,0.2644679723765681,0.2644679723765681
1130958,3477967,1,42,1,1641,0,1683,1,15,0,0,0,0,43,1641,15,0,1683,0.0,0.0
1565864,3770494,1,102,352,620,0,722,352,73,0,34,0,0,420,620,73,25,254144,4.544272149462715,3.281548817697325
4711523,712170,1,115,34,1069,0,1184,34,91,0,10,0,0,139,1069,91,11,40256,1.5143799728220986,1.4122621706784475
3882395,4153271,1,42,16,602,0,644,16,24,0,5,0,0,53,602,24,4,10304,0.7272381421111054,0.5943970997511396
805360,318148,1,1514,66,119306,0,120820,66,1493,0,59,0,0,1521,119306,1493,59,7974120,5.764645795229288,5.764645795229288
1301815,2989461,1,752,33,48944,0,49696,33,687,0,12,0,0,773,48944,687,11,1639968,1.2374437143251447,1.1512156110193137
4606184,1936308,1,265,153,4466,0,4731,153,245,0,36,0,0,382,4466,245,35,723843,3.5357906921157944,3.350306390437657
4272102,554913,1,1608,65,104171,0,105779,65,1453,0,59,0,0,1614,104171,1453,59,6875635,5.804060631366379,5.701191889564217
2650412,1195479,1,931,95,29038,0,29969,95,793,0,72,0,0,954,29038,793,72,2847055,7.533886285567463,7.269020780722089
3561502,1756343,1,1144,49,68800,0,69944,49,1138,0,45,0,0,1148,68800,1138,45,3427256,4.969276698158167,4.969276698158167
423761,1870204,1,238,62,1367,488,1605,550,206,41,13,45,8,287,1810,239,14,882750,9.898354260735843,1.7303017452731608
2940588,1173414,1,554,9,9477,0,10031,9,548,0,5,0,0,558,9477,548,5,90279,0.5245833749535787,0.5245833749535787
1541786,2898368,1,128,602,271,208,399,810,74,162,67,28,23,663,451,213,39,323190,10.704962571164648,5.902947976894331
2790006,4815839,1,367,59,14747,0,15114,59,356,0,30,0,0,396,14747,356,29,891726,3.013659548849289,2.908314977142477
6618,3341273,1,892,4,68849,0,69741,4,850,0,3,0,0,893,68849,850,3,278964,0.29021854019033133,0.29021854019033133
2281149,1249478,1,282,37,28082,0,28364,37,278,0,20,0,0,299,28082,278,21,1049468,2.1048205236822684,2.1048205236822684
4319972,192393,1,640,170,35279,0,35919,170,630,0,124,0,0,686,35279,630,123,6106230,12.132678332718841,12.029809590916678
2900246,1882278,1,29,138,250,0,279,138,26,0,8,0,0,159,250,26,13,38502,1.7889248998270808,1.688541471563865
4821538,3793246,1,3,13,50,0,53,13,2,0,0,0,0,16,50,2,0,689,0.0,0.0
790848,3633019,1,196,746,957,32317,1153,33063,182,610,54,234,53,888,33040,739,61,38121639,37.88087678301261,6.65691789239675
3873768,1922741,1,449,39,35424,0,35873,39,433,0,20,0,0,468,35424,433,19,1399047,1.8554861217464804,1.7417200214617439
792037,3460762,1,57,6,16445,0,16502,6,53,0,0,0,0,63,16445,53,0,99012,0.0,0.0
1462592,4854085,1,80,55,1198,0,1278,55,79,0,22,0,0,113,1198,79,22,70290,2.0851305281672228,1.9985264125027653
3180100,3117310,1,83,237,931,0,1014,237,77,0,33,0,0,287,931,77,35,240318,3.3245243090453775,3.3245243090453775
3038385,2525373,1,73,63,636,122,709,185,60,26,3,1,1,133,757,85,3,131165,0.47430262672132906,0.37218482457767815
1580988,493356,1,2821,2,400133,0,402954,2,2471,0,0,0,0,2823,400133,2471,0,805908,0.0,0.0
2529661,4671082,1,493,15,27309,0,27802,15,484,0,12,0,0,496,27309,484,11,417030,1.1205749705602557,1.011957635145638
1428477,2678260,1,255,8,15459,0,15714,8,252,0,0,0,0,263,15459,252,0,125712,0.0,0.0
530200,4161375,1,2035,16,62809,0,64844,16,1191,0,6,0,0,2045,62809,1191,6,1037504,0.5841234998519574,0.5841234998519574
1055530,4393064,1,415,1200,14969,0,15384,1200,406,0,258,0,0,1357,14969,406,268,18460800,29.12167227196186,28.57980444479398
595757,648853,1,340,19,26738,0,27078,19,316,0,10,0,0,349,26738,316,8,514482,0.9934767332639178,0.7133354046545524
2281149,1988877,1,282,27,28082,0,28364,27,278,0,16,0,0,293,28082,278,17,765828,1.6537466722622736,1.6537466722622736
2147720,4210554,1,1608,210,78786,0,80394,210,1593,0,141,0,0,1677,78786,1593,142,16882740,14.636354067706726,14.524011766914628
1500491,381924,1,78,36,1369,0,1447,36,68,0,8,0,0,106,1369,68,8,52092,0.7394539257874229,0.7394539257874229
3280389,4772748,1,1101,3,411419,0,412520,3,400,0,1,0,0,1103,411419,400,0,1237560,0.07747987297489226,0.0
3761102,1115479,1,279,163,11592,0,11871,163,275,0,55,0,0,387,11592,275,55,1934973,5.157117857766202,5.157117857766202
2950311,84306,1,807,30,85116,0,85923,30,749,0,20,0,0,817,85116,749,20,2577690,2.1002232015975766,1.9922261426735033
4238001,1516243,1,869,3,61161,0,62030,3,861,0,2,0,0,870,61161,861,2,186090,0.1753678612429761,0.1753678612429761
530200,2681323,1,2035,6,62809,0,64844,6,1191,0,1,0,0,2040,62809,1191,1,389064,0.0954558457487628,0.0954558457487628
502082,617910,1,589,14,16428,0,17017,14,575,0,6,0,0,597,16428,575,6,238238,0.6019942457260623,0.6019942457260623
1927974,2925772,1,107,18,9317,0,9424,18,89,0,3,0,0,122,9317,89,3,169632,0.2810887432446941,0.2810887432446941
4712099,1639585,1,89,43,1106,0,1195,43,82,0,9,0,0,123,1106,82,10,51385,0.9034942564564183,0.9034942564564183
1154430,3530234,1,155,28,1425,0,1580,28,138,0,3,0,0,180,1425,138,3,44240,0.28752248026553373,0.28752248026553373
2147720,3511113,1,1608,38,78786,0,80394,38,1593,0,34,0,0,1612,78786,1593,34,3054972,3.8133133294508403,3.8133133294508403
2698749,2134807,1,108,174,2511,0,2619,174,102,0,6,0,0,276,2511,102,6,455706,0.5501982784831747,0.5501982784831747
3873768,4252076,1,449,439,35424,0,35873,439,433,0,190,0,0,698,35424,433,187,15748247,19.583155523607655,19.0335570366324
3638272,4758884,1,2022,3,370904,0,372926,3,1255,0,0,0,0,2025,370904,1255,0,1118778,0.0,0.0
4738916,3758743,1,1165,136,34124,0,35289,136,420,0,31,0,0,1270,34124,420,25,4799304,3.2217921045706763,2.416506214069116
2516076,49134,1,1455,56,77782,0,79237,56,1393,0,44,0,0,1467,77782,1393,44,4437272,4.190940561034768,4.190940561034768
1887709,2999870,1,217,76,28983,0,29200,76,178,0,13,0,0,280,28983,178,26,2219200,3.1374107247567853,3.0429348604517936
1580988,2762098,1,2821,1,400133,0,402954,1,2471,0,0,0,0,2822,400133,2471,0,402954,0.0,0.0
1100354,4768912,1,163,1,24439,0,24602,1,162,0,0,0,0,164,24439,162,0,24602,0.0,0.0
3214893,3317785,1,1087,41,6553,0,7640,41,268,0,11,0,0,1117,6553,268,7,313240,1.2945424644349475,0.8177492533498701
4011264,1319260,1,1360,1,116777,0,118137,1,1339,0,0,0,0,1361,116777,1339,0,118137,0.0,0.0
3361377,2302941,1,4841,1,761793,0,766634,1,3977,0,0,0,0,4842,761793,3977,0,766634,0.0,0.0
3065808,1876187,1,1235,34,82317,0,83552,34,1198,0,12,0,0,1257,82317,1198,12,2840768,1.343865332581588,1.343865332581588
2388735,1967886,1,403,28,4921,0,5324,28,345,0,1,0,0,430,4921,345,3,149072,0.33246745598969574,0.33246745598969574
1853437,4124426,1,31,16,210,0,241,16,22,0,2,0,0,45,210,22,2,3856,0.3051537576450631,0.3051537576450631
4842461,1283251,1,450,145,3728,0,4178,145,429,0,41,0,0,554,3728,429,45,605810,5.174058105100101,5.072318143188158
471706,3768028,1,794,1037,65616,0,66410,1037,709,0,296,0,0,1535,65616,709,309,68867170,34.73236063872014,32.95891600847435
731671,45690,1,45,135,1296,0,1341,135,42,0,7,0,0,173,1296,42,9,181035,1.3411834980293562,1.2387470929653772
2498662,39970,1,91,14,535,0,626,14,70,0,4,0,0,101,535,70,5,8764,0.6921999640445471,0.6921999640445471
1106007,845442,1,76,56,1132,0,1208,56,68,0,7,0,0,125,1132,68,7,67648,1.003572790642426,0.8978367466678231
1961449,1264370,1,53,4,129,0,182,4,8,0,1,0,0,56,129,8,1,728,0.19058422188412896,0.19058422188412896
1580988,3012429,1,2821,1,400133,0,402954,1,2471,0,0,0,0,2822,400133,2471,0,402954,0.0,0.0
3361377,4430865,1,4841,60,761793,0,766634,60,3977,0,42,0,0,4859,761793,3977,45,45998040,4.281624971191974,4.281624971191974
530200,1002788,1,2035,146,62809,0,64844,146,1191,0,80,0,0,2101,62809,1191,73,9467224,7.7279921969736955,6.950398198016106
1639434,878137,1,587,87,8053,0,8640,87,464,0,33,0,0,641,8053,464,32,751680,3.511390658386336,3.200847194591591
2790336,3057661,1,132,50,990,0,1122,50,110,0,6,0,0,176,990,110,5,56100,0.6196641921038107,0.48887472823283185
593740,4765973,1,1107,121,62807,0,63914,121,1084,0,113,0,0,1115,62807,1084,113,7733594,10.943457561714707,10.943457561714707
4269771,3235101,1,85,6,2600,0,2685,6,54,0,2,0,0,89,2600,54,2,16110,0.16793514992862457,0.16793514992862457
1301815,3125160,1,752,32,48944,0,49696,32,687,0,16,0,0,768,48944,687,18,1590272,1.644212454351517,1.644212454351517
1580988,81236,1,2821,1,400133,0,402954,1,2471,0,0,0,0,2822,400133,2471,0,402954,0.0,0.0
3721550,2147691,1,188,57,14527,0,14715,57,175,0,17,0,0,228,14527,175,17,838755,1.7099653520372593,1.6086108161078772
3112136,2968035,1,406,64,41366,0,41772,64,358,0,47,0,0,423,41366,358,46,2673408,4.3570912558158295,4.266836427606681
1453862,2862019,1,112,903,498,57,610,960,97,51,29,20,4,986,535,144,68,585600,12.00100329006864,10.5532521224515
2256870,2711925,1,66,30,1885,0,1951,30,60,0,5,0,0,91,1885,60,5,58530,0.4385957423395934,0.4385957423395934
2147720,2941712,1,1608,77,78786,0,80394,77,1593,0,69,0,0,1616,78786,1593,68,6190338,6.755837219820821,6.64267793074713
2498087,251829,1,1630,158,32582,1467,34212,1625,1546,121,92,458,60,1696,33591,1607,87,55594500,95.05527304896171,10.047526316657422
4238001,1314056,1,869,10,61161,0,62030,10,861,0,4,0,0,875,61161,861,4,620300,0.3754574335402947,0.3754574335402947
4708541,2102594,1,981,38,15678,0,16659,38,851,0,20,0,0,999,15678,851,17,633042,1.8448582267443039,1.569054815651268
3361377,2029916,1,4841,1,761793,0,766634,1,3977,0,0,0,0,4842,761793,3977,0,766634,0.0,0.0
1205168,1622017,1,662,9,7710,0,8372,9,605,0,2,0,0,669,7710,605,2,75348,0.19106327879178386,0.19106327879178386
621115,1029052,1,66,6,6250,0,6316,6,44,0,1,0,0,71,6250,44,1,37896,0.12878059746468906,0.12878059746468906
4079785,3812245,1,444,1,144,0,588,1,44,0,0,0,0,445,144,44,0,588,0.0,0.0
3873768,3404453,1,449,58,35424,0,35873,58,433,0,31,0,0,476,35424,433,30,2080634,2.8306970598786765,2.741031416724343
3509903,433596,1,1530,3,509445,0,510975,3,1285,0,1,0,0,1532,509445,1285,1,1532925,0.08550664876712202,0.08550664876712202
612450,390491,1,94,3,547,0,641,3,88,0,0,0,0,97,547,88,0,1923,0.0,0.0
3438576,1511248,1,3424,10,137753,0,141177,10,3151,0,4,0,0,3430,137753,3151,4,1411770,0.4578987828181981,0.4578987828181981
4569293,281453,1,191,110,5084,0,5275,110,171,0,16,0,0,285,5084,171,16,580250,1.5508816462844905,1.5508816462844905
2405789,3145196,1,1010,49,93387,0,94397,49,991,0,39,0,0,1020,93387,991,40,4625453,3.6778768997476345,3.6778768997476345
3065808,2649657,1,1235,66,82317,0,83552,66,1198,0,59,0,0,1242,82317,1198,60,5514432,5.758166629990163,5.758166629990163
2837948,4766736,1,83,1,1320,0,1403,1,70,0,0,0,0,84,1320,70,0,1403,0.0,0.0
2668661,852847,1,18,4,170,0,188,4,17,0,0,0,0,22,170,17,0,752,0.0,0.0
2439199,1550662,1,631,3,5929,0,6560,3,469,0,0,0,0,634,5929,469,0,19680,0.0,0.0
3836080,682737,1,1197,273,59457,0,60654,273,987,0,196,0,0,1274,59457,987,190,16558542,20.095845282842824,19.287117052861188
3340218,4368767,1,8,17,91,0,99,17,1,0,3,0,0,22,91,1,1,1683,0.6423399082566311,0.14510363953849104
932720,3941112,1,1411,70,111323,0,112734,70,1391,0,61,0,0,1420,111323,1391,61,7891380,6.0111092061108184,5.911890479497499
3017653,533203,1,91,336,1058,0,1149,336,77,0,25,0,0,402,1058,77,23,386064,2.841663038162062,2.4599815122880417
2405789,3498460,1,1010,16,93387,0,94397,16,991,0,12,0,0,1014,93387,991,13,1510352,1.1372784247632102,1.1372784247632102
4319972,393867,1,640,155,35279,0,35919,155,630,0,106,0,0,689,35279,630,106,5567445,10.616542915393023,10.510826061263367
1792932,631242,1,153,54,901,0,1054,54,130,0,7,0,0,200,901,130,9,56916,1.3494611372649221,1.3494611372649221
46697,394347,1,363,122,3359,0,3722,122,351,0,27,0,0,458,3359,351,26,454084,3.3959012170689116,3.186269261775539
2209136,3128514,1,620,140,33789,0,34409,140,595,0,73,0,0,687,33789,595,71,4817260,7.261894538540716,7.0456432742859345
2267633,3941742,1,422,135,13247,0,13669,135,403,0,69,0,0,488,13247,403,69,1845315,6.771232009848521,6.56005014728921
4078514,3002219,1,12,5,1781,0,1793,5,11,0,0,0,0,17,1781,11,0,8965,0.0,0.0
4251247,2134818,1,47,11,524,0,571,11,17,0,0,0,0,58,524,17,0,6281,0.0,0.0
2105917,2518158,1,59,10,348,0,407,10,25,0,3,0,0,66,348,25,3,4070,0.3704782789377351,0.3704782789377351
429643,143286,1,767,95,19668,0,20435,95,749,0,69,0,0,793,19668,749,64,1941325,7.9659215211098555,7.252233238531429
427805,2005745,1,483,2,156906,0,157389,2,337,0,0,0,0,485,156906,337,1,314778,0.07794757616848602,0.07794757616848602
3509903,3218741,1,1530,2,509445,0,510975,2,1285,0,0,0,0,1532,509445,1285,0,1021950,0.0,0.0
347640,165865,1,330,89,1106,0,1436,89,143,0,26,0,0,393,1106,143,9,127804,2.950913011537505,1.030293290032086
1631645,2061466,1,65,5,911,0,976,5,55,0,1,0,0,69,911,55,1,4880,0.07380201915254651,0.07380201915254651
77213,3834114,1,214,29,1656,0,1870,29,208,0,4,0,0,239,1656,208,4,54230,0.3759314996831927,0.3759314996831927
4295952,4069205,1,808,69,57369,0,58177,69,802,0,44,0,0,833,57369,802,44,4014213,4.244615715479239,4.244615715479239
1880135,451322,1,810,52,71924,0,72734,52,788,0,25,0,0,837,71924,788,26,3782168,2.6274430526102153,2.6274430526102153
3294702,4284774,1,991,43,68888,0,69879,43,984,0,31,0,0,1003,68888,984,30,3004797,2.9660340836641077,2.863165341861945
4475727,2514472,1,41,4,220,0,261,4,31,0,1,0,0,44,220,31,2,1044,0.22685257294367622,0.22685257294367622
2343253,1169,1,1882,1,86401,0,88283,1,978,0,0,0,0,1883,86401,978,0,88283,0.0,0.0
1580988,2494236,1,2821,5,400133,0,402954,5,2471,0,1,0,0,2825,400133,2471,2,2014770,0.1724412831552888,0.1724412831552888
3509903,626389,1,1530,4,509445,0,510975,4,1285,0,3,0,0,1531,509445,1285,3,2043900,0.2499469273743054,0.2499469273743054
1777298,489707,1,468,2,6381,0,6849,2,298,0,1,0,0,469,6381,298,1,13698,0.14527572242113262,0.14527572242113262
2484593,1902802,1,29,32,50,46,79,78,23,4,0,1,0,61,95,27,0,6162,0.13288858631093237,0.0
3213299,1891534,1,53,86,299,46,352,132,44,25,5,13,3,134,332,66,12,46464,2.566222455231353,1.8824712946821982
1588330,1657855,1,694,8,10280,0,10974,8,686,0,5,0,0,697,10280,686,5,87792,0.6554605228228836,0.6554605228228836
3672238,2384998,1,518,98,12172,0,12690,98,444,0,45,0,0,571,12172,444,40,1243620,4.34007533440653,3.777683244613358
3361377,3429060,1,4841,1,761793,0,766634,1,3977,0,0,0,0,4842,761793,3977,0,766634,0.0,0.0
3280389,4749523,1,1101,1,411419,0,412520,1,400,0,0,0,0,1102,411419,400,0,412520,0.0,0.0
2998788,2996989,1,3,10,1284,0,1287,10,2,0,0,0,0,13,1284,2,0,12870,0.0,0.0
2148937,1284544,1,672,10,47361,0,48033,10,496,0,4,0,0,678,47361,496,4,480330,0.34996840093676607,0.34996840093676607
3589461,4781744,1,40,4,163,0,203,4,32,0,2,0,0,42,163,32,2,812,0.29438514263883103,0.29438514263883103
805360,2242206,1,1514,91,119306,0,120820,91,1493,0,75,0,0,1530,119306,1493,79,10994620,7.722382000226299,7.722382000226299
1028920,1676186,1,194,67,1053,0,1247,67,54,0,3,0,0,258,1053,54,2,83549,0.4338174856675922,0.1785466703905491
3361377,3986066,1,4841,3,761793,0,766634,3,3977,0,0,0,0,4844,761793,3977,0,2299902,0.0,0.0
3549674,2596694,1,602,17,38542,0,39144,17,559,0,11,0,0,608,38542,559,13,665448,1.379070106482573,1.379070106482573
4329398,679592,1,70,238,220,155,290,393,17,32,7,0,0,301,375,49,2,113970,1.0150905424491392,0.2057448725939428
3509903,2367785,1,1530,1,509445,0,510975,1,1285,0,0,0,0,1531,509445,1285,0,510975,0.0,0.0
3318449,4666646,1,21,142,968,0,989,142,21,0,2,0,0,161,968,21,2,140438,0.17651519082180156,0.17651519082180156
3502068,3473351,1,378,15,2133,0,2511,15,336,0,7,0,0,386,2133,336,8,37665,0.8460616753557355,0.8460616753557355
2120733,4848014,1,819,75,20803,0,21622,75,802,0,63,0,0,831,20803,802,62,1621650,5.925114250294678,5.835785181338318
354904,3038932,1,3193,11,105780,0,108973,11,3099,0,10,0,0,3194,105780,3099,10,1198703,0.8800187111605953,0.8800187111605953
3140664,2966815,1,268,74,16099,0,16367,74,234,0,28,0,0,314,16099,234,28,1211158,2.9756970332648525,2.7095286692498517
3280389,60399,1,1101,2,411419,0,412520,2,400,0,1,0,0,1102,411419,400,0,825040,0.08356679299934457,0.0
670296,4518808,1,632,5,10586,0,11218,5,586,0,2,0,0,635,10586,586,2,56090,0.17806139890680273,0.17806139890680273
1139873,1581579,1,670,31,10236,0,10906,31,657,0,20,0,0,681,10236,657,20,338086,1.831767758598052,1.831767758598052
1055530,2550816,1,415,116,14969,0,15384,116,406,0,65,0,0,466,14969,406,69,1784544,6.969713415437189,6.867064752730014
1966548,1930164,1,208,3,53149,0,53357,3,179,0,2,0,0,209,53149,179,2,160071,0.1677871446404256,0.1677871446404256
1207753,3937380,1,533,73,9348,0,9881,73,526,0,46,0,0,560,9348,526,48,721313,4.801276944099776,4.801276944099776
3685001,443441,1,37,1,1779,0,1816,1,37,0,0,0,0,38,1779,37,0,1816,0.0,0.0
842476,2624330,1,898,59,12479,0,13377,59,861,0,24,0,0,933,12479,861,25,789243,2.9179556204475348,2.9179556204475348
1970133,551899,1,13,2,77,0,90,2,10,0,1,0,0,14,77,10,1,180,0.11311845248444236,0.11311845248444236
3676295,4011105,1,374,1,70881,0,71255,1,46,0,0,0,0,375,70881,46,0,71255,0.0,0.0
3294702,12354,1,991,4,68888,0,69879,4,984,0,1,0,0,994,68888,984,1,279516,0.12526463813449246,0.12526463813449246
2441425,3463570,1,803,102,18561,0,19364,102,797,0,14,0,0,891,18561,797,14,1975128,1.523224728198347,1.523224728198347
3842148,2374967,1,719,17,11430,0,12149,17,713,0,8,0,0,728,11430,713,8,206533,0.8006711356179055,0.8006711356179055
3632293,4221898,1,570,18,21294,0,21864,18,533,0,12,0,0,576,21294,533,12,393552,1.2082239156056154,1.2082239156056154
1912031,4619637,1,226,420,2674,0,2900,420,223,0,48,0,0,598,2674,223,50,1218000,5.023925698430174,5.023925698430174
3967002,4110188,1,69,10,299,0,368,10,57,0,0,0,0,79,299,57,0,3680,0.0,0.0
3683235,4038290,1,311,7,23110,0,23421,7,95,0,2,0,0,316,23110,95,0,163947,0.17363818708413215,0.0
3742930,697311,1,410,5,22242,0,22652,5,407,0,3,0,0,412,22242,407,3,113260,0.2696902508298261,0.2696902508298261
932720,3686068,1,1411,30,111323,0,112734,30,1391,0,27,0,0,1414,111323,1391,27,3382020,2.4272137673020895,2.4272137673020895
4843360,4033887,1,355,67,7866,0,8221,67,344,0,23,0,0,399,7866,344,23,550807,2.574263476556754,2.574263476556754
4451122,3845940,1,985,79,41669,0,42654,79,840,0,62,0,0,1002,41669,840,63,3369666,6.111705886178273,6.019949336824841
3999324,236246,1,9,306,47,11,56,317,5,9,0,2,0,315,56,14,8,17752,1.4285858367694568,1.4285858367694568
493062,3277447,1,34,10,2722,0,2756,10,34,0,1,0,0,43,2722,34,1,27560,0.09069288577982898,0.09069288577982898
92352,1287113,1,1138,20,20575,0,21713,20,1042,0,6,0,0,1152,20575,1042,6,434260,0.6194388846951574,0.6194388846951574
1020925,1641856,1,204,181,3339,0,3543,181,199,0,51,0,0,334,3339,199,53,641283,5.30198196976172,5.094756770457764
347798,516054,1,328,18,1624,0,1952,18,248,0,8,0,0,338,1624,248,8,35136,1.1385802031704597,1.0176576650179547
4662055,1044458,1,155,41,2918,0,3073,41,155,0,6,0,0,190,2918,155,6,125993,0.6559236842004994,0.6559236842004994
3383083,403561,1,96,44,1075,0,1171,44,66,0,19,0,0,121,1075,66,15,51524,2.7766826591004534,2.065177344828437
